Docket_Number,Case_Name,Intervenors_and_Counsel,SCC_Registry_URL
34908,Conseil scolaire francophone de la Colombie‑Britannique v. British Columbia,"[Intervener] Attorney General of Ontario -> Josh Hunter
[Intervener] Commissioner of Official Languages of Canada -> Christine Ruest Norrena, Isabelle Bousquet
[Intervener] Association des juristes d'expression française de la Colombie-Britannique -> Francis Lamer, Casey L. Leggett",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13186/index.do
34317,Ontario v. Criminal Lawyers’ Association of Ontario,"[Intervener] Attorney General of Canada -> Alain Prefontaine
[Intervener] Attorney General of Quebec -> Brigitte Bussières, Gilles Laporte, Jean-Yves Bernard
[Intervener] Attorney General of Manitoba -> Deborah L. Carlson, Allison Kindle Pejovic
[Intervener] Attorney General of British Columbia -> Bryant Alexander Mackey
[Intervener] British Columbia Civil Liberties Association -> Micah B. Rankin, Elizabeth France
[Intervener] Advocates' Society -> John Norris
[Intervener] Mental Health Legal Committee -> Anita Szigeti, Mercedes Perez",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13191/index.do
34128,Divito v. Canada (Public Safety and Emergency Preparedness),"[Intervener] Canadian Civil Liberties Association -> Lorne Waldman, Tamara Morgenthau, Clarisa Waldman
[Intervener] David Asper Centre for Constitutional Rights -> Cheryl Milne, Audrey Macklin
[Intervener] British Columbia Civil Liberties Association -> Gib van Ert, Heather E. Cochran",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13233/index.do
34524,R. v. Chehil,"[Intervener] Attorney General of Ontario -> Amy Alyea
[Intervener] Canadian Civil Liberties Association -> Mahmud Jamal, David Mollica, W. David Rankin
[Intervener] Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic -> Tamir Israel
[Intervener] British Columbia Civil Liberties Association -> Michael A. Feder, H. Michael Rosenberg",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13264/index.do
33990,Quebec (Attorney General) v. A,"[Intervener] Attorney General of New Brunswick -> Gaétan Migneault
[Intervener] Attorney General of Alberta -> Robert J. Normey
[Intervener] Fédération des associations de familles monoparentales et recomposées du Québec -> Jocelyn Verdon, Mireille Pélissier-Simard, Dominique Goubau
[Intervener] Women's Legal Education and Action Fund -> Johanne Elizabeth O'Hanlon, Martha McCarthy",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/10536/index.do
34397,R. v. MacKenzie,"[Intervener] Attorney General of Ontario -> Amy Alyea
[Intervener] British Columbia Civil Liberties Association -> Michael A. Feder, H. Michael Rosenberg
[Intervener] Canadian Civil Liberties Association -> Mahmud Jamal, David Mollica, W. David Rankin
[Intervener] Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic -> Tamir Israel",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13265/index.do
34769,British Columbia (Forests) v. Teal Cedar Products Ltd.,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13267/index.do
34816,Castonguay Blasting Ltd. v. Ontario (Environment),"[Intervener] Canadian Environmental Law Association and Lake Ontario Waterkeeper -> Joseph F. Castrilli, Ramani Nadarajah",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13289/index.do
34362,Cuthbertson v. Rasouli,"[Intervener] Consent and Capacity Board -> Lorissa Sciarra
[Intervener] Euthanasia Prevention Coalition -> Hugh R. Scher
[Intervener] Canadian Critical Care Society -> Andrew S. Faith, Alexi N. Wood
[Intervener] Canadian Association of Critical Care Nurses -> Rahool P. Agarwal, Nahla Khouri, Nicholas Saint-Martin
[Intervener] Advocacy Centre for the Elderly and ARCH Disability Law Centre -> Graham Webb, Clara Ho, Dianne Wintermute, C. Tess Sheldon
[Intervener] Mental Health Legal Committee and HIV & AIDS Legal Clinic Ontario -> Marshall A. Swadron, Mercedes Perez, Ryan Peck, Amy Wah
[Intervener] Evangelical Fellowship of Canada -> Albertos Polizogopoulos",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13290/index.do
34650,R. v. MacIntosh,[Intervener] Attorney General of Canada -> Jeffrey G. Johnston,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12994/index.do
34229,R. v. Levkovic,"[Intervener] Attorney General of Canada -> Robert J. Frater, Richard Kramer
[Intervener] Criminal Lawyers' Association of Ontario -> Marie Henein, Danielle Robitaille",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13031/index.do
34473,"Communications, Energy and Paperworkers Union of Canada, Local 30 v. Irving Pulp & Paper, Ltd.","[Intervener] Construction Owners Association of Alberta -> Barbara B. Johnston, April Kosten
[Intervener] Construction Labour Relations - an Alberta Association and Enform -> Barbara B. Johnston, April Kosten
[Intervener] Canadian National Railway Company -> Robert Dupont, Thomas Brady, Simon-Pierre Paquette, Johanne Cavé
[Intervener] Canadian Pacific Railway Company and Via Rail Canada Inc. -> Robert Dupont, Thomas Brady, Simon-Pierre Paquette
[Intervener] Alberta Federation of Labour -> John R. Carpenter, Patrick Nugent, Ritu Khullar
[Intervener] Communications, Energy and Paperworkers Union of Canada, Local 707 -> David Williams, Vanessa Cosco, Ritu Khullar
[Intervener] Canadian Civil Liberties Association -> Karen Ensslen, Joshua S. Phillips
[Intervener] Alliance of Manufacturers & Exporters of Canada, carrying on business as Canadian Manufacturers & Exporters -> Norman A. Keith, Ailsa Jane Wiggins, Anna Abbott
[Intervener] Canadian Mining Association -> Peter A. Gall, Q.C., Andrea Zwack, Melanie Vipond
[Intervener] Mining Association of British Columbia, Mining Association of Manitoba Inc., Quebec Mining Association, Ontario Mining Association, Saskatchewan Mining Association -> Peter A. Gall, Q.C., Andrea Zwack
[Intervener] Power Workers' Union -> Andrew K. Lokan, Emily Lawrence, Chris Dassios",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13106/index.do
34258,Agraira v. Canada (Public Safety and Emergency Preparedness),"[Intervener] British Columbia Civil Liberties Association -> Jill Copeland, Colleen Bauman
[Intervener] Maqsudi, Ahmad Daud -> Leigh Salsberg
[Intervener] Canadian Council for Refugees and Canadian Association of Refugee Lawyers -> John Norris, Andrew Brouwer
[Intervener] Canadian Arab Federation and Canadian Tamil Congress -> Barbara Jackman, Hadayt Nazami",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13137/index.do
34272,R. v. Ryan,"[Intervener] Attorney General of Ontario -> John Corelli
[Intervener] Canadian Association of Elizabeth Fry Societies and Women's Legal Education and Action Fund -> Christine Boyle, Q.C., Joanna Birenbaum
[Intervener] Criminal Lawyers' Association of Ontario -> Susan M. Chapman, Howard Krongold",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12807/index.do
34268,R. v. Cole,"[Intervener] Director of Public Prosecutions -> Monique Dion, Ronald C. Reimer
[Intervener] Attorney General of Quebec -> Dominique A. Jobin, Gilles Laporte, Abdou Karim Thiaw
[Intervener] Criminal Lawyers' Association (Ontario) -> Jonathan Dawe, Michael Dineen
[Intervener] Canadian Civil Liberties Association -> Jonathan C. Lisus, Michael Perlin
[Intervener] Canadian Association of Counsel to Employers -> Daniel Michaluk, Joseph Cohen Lyons",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12615/index.do
33874,Canada v. GlaxoSmithKline Inc.,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12613/index.do
33749,L.M.P. v. L.S.,"[Intervener] Women's Legal Education and Action Fund and Disabled Women's Network Canada -> Anne-France Goldwater, Robert Leckey",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7982/index.do
33203,Smith v. Alliance Pipeline Ltd.,"[Intervener] Arbitration Committee, appointed pursuant to the National Energy Board Act, R.S.C. 1985, c.N-7, Part V -> Christopher M. Rupar",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7919/index.do
32931,Bou Malhab v. Diffusion Métromédia CMR inc.,"[Intervener] Conseil National des citoyens et citoyennes d'origine haïtienne -> Stefan Martin, Mélisa Thibault
[Intervener] Canadian Broadcasting Corporation -> Guy J. Pratte, Jean-Pierre Michaud
[Intervener] Canadian Civil Liberties Association -> Christian Leblanc, Marc-André Nadon, Paul B. Schabas (Blake)
[Intervener] Canadian Newspaper Association, Ad IDEM/Canadian Media lawyers Association and Canadian Association of Journalists -> Ryder Gilliland",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7921/index.do
33651,Halifax (Regional Municipality) v. Nova Scotia (Human Rights Commission),"[Intervener] Canadian Human Rights Commission -> Philippe Dufresne, Sheila Osborne-Brown",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7996/index.do
33594,Doré v. Barreau du Québec,"[Intervener] Federation of Law Societies of Canada -> Babak Barin, Frédéric Côté
[Intervener] Canadian Civil Liberties Association -> Sylvain Lussier, David Grossman, Julien Morissette, Annie Gallant
[Intervener] Young Bar Association of Montreal -> Mathieu Bouchard, Éric Cadi, Audrey Boctor",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7998/index.do
33650,R. v. Ipeelee,"[Intervener] Director of Public Prosecutions -> Susanne Boucher
[Intervener] Aboriginal Legal Services of Toronto Inc. -> Jonathan Rudin, Amanda Driscoll",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/8000/index.do
33066,R. v. Ahmad,"[Intervener] Attorney General of Ontario -> Sarah Kraicer, Josh Hunter
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Lindsay L. Daviau",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7918/index.do
33687,R. v. Bouchard-Lebrun,"[Intervener] Attorney General of Canada -> Ginette Gobeil
[Intervener] Attorney General of Ontario -> Robert E. Gattrell, Joan Barrett",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7976/index.do
33556,Canada (Attorney General) v. PHS Community Services Society,"[Intervener] Attorney General of Quebec -> Hugo Jean
[Intervener] Dr. Peter AIDS Foundation -> Andrew I. Nathanson, Brook Greenberg
[Intervener] Vancouver Coastal Health Authority -> Sheila Tucker
[Intervener] Canadian Civil Liberties Association -> Paul F. Monahan, Antonio Di Domenico
[Intervener] Canadian HIV/AIDS Legal Network, International Harm Reduction Association and CACTUS Montréal -> Michael A. Feder, Angela M. Juba, Richard A. Elliott, Louis Letellier de St-Just
[Intervener] Canadian Nurses Association, Registered Nurses' Association of Ontario and Association of Registered Nurses of British Columbia -> Rahool P. Agarwal, Michael Kotrly, John M. Picone
[Intervener] Canadian Public Health Association -> Owen M. Rees, Andrea Gonsalves, Fredrick Schumann
[Intervener] Canadian Medical Association -> Guy J. Pratte, Nadia Effendi, Jean Nelson
[Intervener] British Columbia Civil Liberties Association -> Ryan D.W. Dalziel, Daniel A. Webster, Q.C., Thomas J. Moran
[Intervener] British Columbia Nurses' Union -> Marjorie Brown
[Intervener] Real Women Canada -> Michael A. Chambers
[Intervener] Vancouver area Network of Drug users (VANDU) -> John W. Conroy, Q.C., Stephen J. Mulhall, Q.C.",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7960/index.do
33645,R. v. Côté,[Intervener] Criminal Lawyers' Association (Ontario) -> Frank Addario,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7962/index.do
33762,R. v. Katigbak,"[Intervener] Canadian Civil Liberties Association -> Christopher D. Bredt, Jamie Cameron, Margot G. Finley",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7964/index.do
33965,R. v. Whyte,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7965/index.do
33092,R. v. Caron,"[Intervener] Canadian Civil Liberties Association -> Joseph J. Arvay, Q.C., Benjamin L. Berger, Alison M. Latimer
[Intervener] Council of Canadians with Disabilities -> Gwen Brodsky, Melina Buckley
[Intervener] Charter Committee on Poverty Issues, Poverty and Human Rights Centre and Women's Legal Education and Action Fund -> Gwen Brodsky
[Intervener] Commissioner of Official Languages of Canada -> Amélie Lavictoire, Kevin Shaar
[Intervener] David Asper Centre for Constitutional Rights -> Cheryl Milne, Lorne Sossin
[Intervener] Association canadienne-française de l'Alberta -> Mark C. Power, Michel Doucet (506) 856-8951, François Larocque",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7917/index.do
33727,R. v. Barros,"[Intervener] Director of Public Prosecutions -> Nancy L. Irving
[Intervener] Attorney General of Ontario -> Paul S. Lindsay
[Intervener] Canadian Association of Chiefs of Police -> Greg Preston, Derek Lai
[Intervener] Canadian Crime Stoppers Association -> Robert S. Gill
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Senem Ozkin
[Intervener] Criminal Lawyers' Association of Ontario -> Susan M. Chapman",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7967/index.do
33648,British Columbia (Workers' Compensation Board) v. Figliola,"[Intervener] Attorney General of British Columbia -> Jonathan G. Penner
[Intervener] Coalition of BC Business -> Peter A. Gall, Q.C., Nitya Iyer
[Intervener] Canadian Human Rights Commission -> Philippe Dufresne, Brian Smith, Sheila Osborne-Brown
[Intervener] Alberta Human Rights Commission -> Janice R. Ashcroft
[Intervener] Vancouver Area Human Rights Coalition Society -> Ryan D.W. Dalziel",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7968/index.do
33917,R. v. Sarrazin,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7970/index.do
33751,R. v. Tse,"[Intervener] Attorney General of Canada -> Cheryl J. Tobias, Q.C., Nancy Dennison
[Intervener] Attorney General of Quebec -> Brigitte Bussières, Gilles Laporte
[Intervener] Attorney General of Ontario -> Michal Fairburn, Grace Choi
[Intervener] Criminal Lawyers' Association (Ontario) -> Scott C. Hutchison, Fredrick Schumann, Joseph Wilkinson
[Intervener] British Columbia Civil Liberties Association -> Roy W. Millen, Peter W. Hogg, Q.C., Laura M. Cundari
[Intervener] Canadian Civil Liberties Association -> Christopher A. Wayland, H. Michael Rosenberg",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/8002/index.do
33981,Canada (Attorney General) v. Downtown Eastside Sex Workers United Against Violence Society,"[Intervener] Attorney General of Ontario -> Janet E. Minor, Arif Virani, Courtney J Harris
[Intervener] Community Legal Assistance Society -> David W. Mossop, Q.C., Diane Nielsen
[Intervener] British Columbia Civil Liberties Association -> Jason B. Gratl, Megan Vis-Dunbar
[Intervener] Ecojustice Canada -> Justin Sinclair Duncan, Kaitlyn Mitchell
[Intervener] Coalition of West Coast Women's Legal Education and Action Fund (West Coast LEAF), Justice for Children and Youth and ARCH Disability Law Centre -> Christina Tess Lara Sheldon, Kasari Govender, Niamh Harraher
[Intervener] Conseil scolaire francophone de la Colombie-Britannique -> Mark C. Power, Jean-Pierre Hachey
[Intervener] David Asper Centre for Constitutional Rights -> Cheryl Milne, Kent Roach
[Intervener] Canadian Civil Liberties Association -> Cara Faith Zwibel
[Intervener] Canadian Association of Refugee Lawyers and Canadian Council for Refugees -> Lorne Waldman, Clare Crummey, Tamara Morgenthau
[Intervener] Canadian HIV / AIDS Legal Network, HIV & AIDS Legal Clinic Ontario and Positive Living Society of British Columbia -> Michael A. Feder, Alexandra E. Cocks, Jordanna Cytrynbaum",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/10006/index.do
33976,R. v. Mabior,"[Intervener] Canadian HIV/AIDS Legal Network -> Jonathan A. Shime, Corie Langdon, Richard Elliott, Ryan Peck, Stéphanie Claivaz-Loranger
[Intervener] HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le sida, Positive Living Society of British Columbia, Canadian AIDS Society, Toronto People With AIDS Foundation -> Jonathan A. Shime, Corie Langdon, Richard Elliott, Ryan Peck, Stéphanie Claivaz-Loranger
[Intervener] Black Coalition for AIDS Prevention, Canadian Aboriginal AIDS Network -> Jonathan A. Shime, Corie Langdon, Richard Elliott, Ryan Peck, Stéphanie Claivaz-Loranger
[Intervener] British Columbia Civil Liberties Association -> Michael A. Feder, Angela M. Juba
[Intervener] Criminal Lawyers' Association of Ontario -> P. Andras Schreck, Candice Suter
[Intervener] Association des Avocats de la Défense de Montréal -> François Dadour
[Intervener] L'institut national de santé publique du Québec -> Lucie Joncas",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/10008/index.do
33754,R. v. Prokofiew,"[Intervener] Attorney General of Canada -> James C. Martin, Richasrd Kramer
[Intervener] Attorney General of Quebec -> Sylvain Leboeuf
[Intervener] Criminal Lawyers' Association of Ontario -> P. Andras Schreck, Lucy Saunders
[Intervener] Canadian Civil Liberties Association -> Frank Addario",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/10011/index.do
